Reference,TopContact,TopContact_Z,BackContact,BackContact_Z,ActiveLayer,AL(Z),Avg_Z,AL(Z_sq) ,AL(A),AL_Mob(cm2/Vs),AL_Den(g/cm^3),Avg_Val_e,AL_Eg(eV),AL_Th_Eg(eV),Thickness(nm),Substrate,S_Eg(eV),S_Th_Eg(eV),E(eV),Wave_L(nm),Res(A/W),P_Int(μW/cm2),Bias(V)
https://doi.org/10.1364/OE.25.030843,ITO,,In,49,TiO2,38,12.66,1444,79.865,0.1,3.86,5.33,2.95,2.68,200,GaN,3.39,1.73,3.286135192,377.342966,0.001389546,4.42,8.8
https://doi.org/10.1364/OE.25.030843,ITO,,In,49,TiO2,38,12.66,1444,79.865,0.1,3.86,5.33,2.95,2.68,200,GaN,3.39,1.73,3.251499648,381.3624894,0.000940859,4.42,8.8
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,WSe2,142,47.33,20164,341.782,180,8.66,6,1.64,1.45,120,Si,1.1,0.61,3.1,400,0.013233981,7.757,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,WSe2,142,47.33,20164,341.782,180,8.66,6,1.64,1.45,120,Si,1.1,0.61,2.890410959,429.0047393,0.0175842,7.757,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,WSe2,142,47.33,20164,341.782,180,8.66,6,1.64,1.45,120,Si,1.1,0.61,2.638563937,469.9526066,0.031658287,7.757,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,WSe2,142,47.33,20164,341.782,180,8.66,6,1.64,1.45,120,Si,1.1,0.61,2.387226277,519.4312796,0.095390289,7.757603045,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,WSe2,142,47.33,20164,341.782,180,8.66,6,1.64,1.45,120,Si,1.1,0.61,2.217288135,559.2417062,0.080190174,7.757,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,WSe2,142,47.33,20164,341.782,180,8.66,6,1.64,1.45,120,Si,1.1,0.61,2.066013898,600.1895735,0.067648292,7.757,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,WSe2,142,47.33,20164,341.782,180,8.66,6,1.64,1.45,120,Si,1.1,0.61,1.851925255,669.5734597,0.042601529,7.757,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.342464079,121.7041991,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.356352345,135.7309955,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.288343724,185.701458,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.275559033,220.7684492,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.260631728,291.7791063,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.216107959,436.430445,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.178799377,588.0951818,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.154578808,745.0199674,2
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.022234971,121.7041991,2.970723748
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.021674349,121.7041991,2.468194272
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.020839645,121.7041991,1.965664796
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.012563224,121.7041991,1.326081826
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.001728133,121.7041991,0.947915705
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.001242779,121.7041991,0.625586192
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.020092148,121.7041991,1.630645145
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07449,Ag,47,Ag,47,MoSe2-WSe2,142,47.33,20164,341.782,180,8.66,6,0.7,1.25,240,Si,1.1,0.61,2.384615385,520,0.021113727,121.7041991,2.133174621
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,10.20758014,119,2.498920734
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,10.11831607,119,2.295824335
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,7.808750143,119,1.999804045
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,5.178907662,119,1.798759125
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,2.997392733,119,1.59883442
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,1.416969828,119,1.399515711
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,0.686051388,119,1.19434219
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,0.33805585,119,0.992399748
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,0.077619664,119,0.79630485
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,3.095602837,400.5681818,0.931603774,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.819638243,439.7727273,1.591981132,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.642130751,469.3181818,3.266509434,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.385136612,519.8863636,6.497641509,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.215634518,559.6590909,7.370283019,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.033923579,609.6590909,7.912735849,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,1.96967509,629.5454545,7.606132075,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,1.851060221,669.8863636,3.714622642,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,7.601761179,96.65532925,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,5.125279342,252.6879237,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,2.676028451,763.3400508,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,1.480455738,2451.329027,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,1.348831515,3359.155031,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,1.085439243,5089.69835,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,3.003037946,550.8550855,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.27,0.7,50,Si,1.1,0.61,2.032786885,610,1.767817846,1609.360936,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,2.803724876,119,2.498920734
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,2.282244288,119,2.295824335
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,1.557815803,119,1.999804045
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,1.174544787,119,1.798759125
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,0.803201659,119,1.59883442
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,0.574385511,119,1.399515711
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,0.388098318,119,1.19434219
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,0.17076326,119,0.992399748
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,0.077619664,119,0.79630485
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,3.104409673,399.4318182,0.153301887,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.823285899,439.2045455,0.45990566,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.638935913,469.8863636,0.813679245,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.385136612,519.8863636,0.860849057,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.215634518,559.6590909,1.591981132,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.033923579,609.6590909,2.747641509,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,1.967899008,630.1136364,2.488207547,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,1.851060221,669.8863636,0.601415094,119,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,2.698258466,128.5710872,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,1.269013205,252.6879237,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,0.854788227,586.0302844,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,0.816297949,791.7096134,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,0.493717525,1642.796492,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,0.401911367,2474.024677,2
https://doi.org/10.1016/j.apsusc.2020.147739,Ag,47,Ag,47,SnSe2,118,39.33,13924,276.653,450,5.54,5.33,1.35,0.7,40,Si,1.1,0.61,2.032786885,610,0.376787464,3366.247421,2
